Family,Product,Patch,PRB,PRB type,Description
Yokohama,OneExtend,Yokohama Patch 11,PRB1959500,Other Fix,"Yokohama Patch 11
Integrate with Ensemble model moderation for regular text security
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959499,Other Fix,"Yokohama Patch 11
One Extend set capability definition attributes in Meta
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959497,Other Fix,"Yokohama Patch 11
One Extend set Guardian settings in Meta
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959496,Other Fix,"Yokohama Patch 11
One Extend's cache value is invalidated by a caller
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959495,Other Fix,"Yokohama Patch 11
Security bug
"
Yokohama,OneExtend,Yokohama Patch 11,PRB1959494,Other Fix,"Yokohama Patch 11
In One Extend, DB changes to support caching of summarization calls
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959493,Other Fix,"Yokohama Patch 11
One Extend check for cache enablement and running the cache check
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959492,Other Fix,"Yokohama Patch 11
A default provider is an available provider for regulated markets/APAC region
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959491,Other Fix,"Yokohama Patch 11
Support NowLLM LTS and versioning
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959490,Other Fix,"Yokohama Patch 11
Observability for GAIC Java flows
This is a product update."
Yokohama,OneExtend,Yokohama Patch 11,PRB1959489,Other Fix,"Yokohama Patch 11
DB changes to One Extend to support caching of summarization calls
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959487,Other Fix,"Yokohama Patch 11
The 'React' topic changes to support Java tool execution
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959486,Other Fix,"Yokohama Patch 11
Framework and design for Toll Executor
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959485,Other Fix,"Yokohama Patch 11
Add support for pojos and state handling framework for AIA tool executor JAVA changes
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959484,Other Fix,"Yokohama Patch 11
Canvas message display and tool output display support
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959483,Other Fix,"Yokohama Patch 11
Output refiner implementation
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959482,Other Fix,"Yokohama Patch 11
Java implementation of fully agentic VA for handling executionTask
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959481,Other Fix,"Yokohama Patch 11
Add support for tool deterministic input mapping
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959480,Other Fix,"Yokohama Patch 11
Add support to Store toolResponse to variableStore
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959479,Other Fix,"Yokohama Patch 11
Add support for custom post-processing of a response
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959478,Other Fix,"Yokohama Patch 11
Add RunAsUser impersonation support
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959477,Other Fix,"Yokohama Patch 11
ReAct topic migration to the Java layer
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959476,Other Fix,"Yokohama Patch 11
Skill-type tool support
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959475,Other Fix,"Yokohama Patch 11
Java API to rescale the image doc-type before sending to a LLM call
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959474,Other Fix,"Yokohama Patch 11
Subflow-type tool support
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959473,Other Fix,"Yokohama Patch 11
Code changes for a document splitting on Java-level Glide changes
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959472,Other Fix,"Yokohama Patch 11
Agentic KG Graph should use the Virtual Agent context and shouldn't query separately
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959469,Other Fix,"Yokohama Patch 11
Add support for impersonation and session domain ensuring when handling AsyncToolMessage
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959468,Other Fix,"Yokohama Patch 11
Update DocReader Local to use the content type instead of the file extension
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959467,Other Fix,"Yokohama Patch 11
RAG-type tool support
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959466,Other Fix,"Yokohama Patch 11
Integrate the image rescaling Java API for Doc Reader local Glide code
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959465,Other Fix,"Yokohama Patch 11
CRUD-type tools support
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959464,Other Fix,"Yokohama Patch 11
DocReader local to return an info page of embedded images
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959463,Other Fix,"Yokohama Patch 11
KG and record lookup-type tool support
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959461,Other Fix,"Yokohama Patch 11
AIA Tool Executor JAVA and parallel tool execution
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959460,Other Fix,"Yokohama Patch 11
Add support to run tools in parallel
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959459,Other Fix,"Yokohama Patch 11
Delete task definition's 'read only' policy on capability
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959458,Other Fix,"Yokohama Patch 11
Action-type tool support
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959457,Other Fix,"Yokohama Patch 11
Improvement to make page-level try–catch instead of whole-PDF–catch
This is a product update."
Yokohama,AI Agents (Glide Family),Yokohama Patch 11,PRB1959456,Other Fix,"Yokohama Patch 11
Add ToolExecution response to memory
This is a product update."
Yokohama,Document Intelligence Unified Backend,Yokohama Patch 11,PRB1959455,Other Fix,"Yokohama Patch 11
Add a 'skipped' status to the 'DocIntel Task' table
This is a product update."
Yokohama,Virtual Agent,Yokohama Patch 11,PRB1959445,Other Fix,"Yokohama Patch 11
Now Assist Panel shows 'Unable to load'

1. Set up track/znowassist.
2. Set up Now Assist panel (NAP).
3. Navigate Conversational interfacesAssistants.
4. Ensure 'Now Assist in Virtual Agent' is off.
5. Attempt to load NAP.Notice that NAP shows 'Unable to load'."
Yokohama,Agent Chat,Yokohama Patch 10,PRB1959396,Other Fix,"Yokohama Patch 10
AWA workitemResponder onChange published message causes a work item card to disappear in the workspace
Work items disappear from the inbox even though they're still pending for acceptance.

1. Log in to one browser as an agent.
2. Have multiple sessions as the requester.
3. Start chatting with the agent.
4. In the agent browser, observe the multiple work items pending for accept in the inbox.
5. Navigate to the awa_work_item table.
6. Update one of the pending accept work items.Expect behavior: The agent receives an AMB message about the updated work item, but all the pending accept work items remain the same.Actual behavior: All the other work items disappear from the inbox even though they're still pending for acceptance. Only the one that was just updated remains in the inbox."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959361,Other Fix,"Yokohama Patch 11
Mobile ServiceNow lens
This is a product update."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959357,Other Fix,"Yokohama Patch 11
Add a prominent button to user client
This is a product update."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959356,Other Fix,"Yokohama Patch 11
Create a new prominent action button location type
This is a product update."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959355,Other Fix,"Yokohama Patch 11
Support badging for a prominent action button
This is a product update."
Yokohama,List Administration,Yokohama Patch 11,PRB1959354,Other Fix,"Yokohama Patch 11
Implement filter assist in Yokohama
This is a product update."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959353,Other Fix,"Yokohama Patch 11
Ensure uniqueness for a prominent action button
This is a product update."
Yokohama,UX Framework,Yokohama Patch 11,PRB1959352,Other Fix,"Yokohama Patch 11
All generators should receive updated contexts whenever a page context is updated
This is a product update."
Yokohama,Mobile Platform,Yokohama Patch 11,PRB1959351,Other Fix,"Yokohama Patch 11
Updates to the Mobile 'Next Gen' search page
This is a product update."
Yokohama,UI Field Administration,Yokohama Patch 11,PRB1959349,Other Fix,"Yokohama Patch 11
Controls work for AI indicator and Task Intelligence for AI in-product experience
This is a product update."
Yokohama,Integrated Email Client,Yokohama Patch 11,PRB1959347,Other Fix,"Yokohama Patch 11
Support customization at the client side
This is a product update."
Yokohama,Integrated Email Client,Yokohama Patch 11,PRB1959345,Other Fix,"Yokohama Patch 11
Identify if an email has a branded template in it
This is a product update."
Yokohama,UI Form Administration,Yokohama Patch 11,PRB1959344,Other Fix,"Yokohama Patch 11
Glide dependencies for addingline components and notifications on UI16 when a record is created by AI
This is a product update."
Yokohama,Integrated Email Client,Yokohama Patch 11,PRB1959343,Other Fix,"Yokohama Patch 11
Modify on an insert click on NACM for branded templates
This is a product update."
Yokohama,UI Form Administration,Yokohama Patch 11,PRB1959339,Other Fix,"Yokohama Patch 11
Glide dependencies to support Agentic Processes sidebar in UI16
This is a product update."
Yokohama,Horizon Component Library,Yokohama Patch 11,PRB1959336,Other Fix,"Yokohama Patch 11
now-highlighted-value: helperContent update
This is a product update."
Yokohama,Virtual Agent,Yokohama Patch 11,PRB1959279,Other Fix,"Yokohama Patch 11
Backend EPICs for stand alone agent evaluation changes
This is a product update."
Yokohama,Virtual Agent,Yokohama Patch 11,PRB1959278,Other Fix,"Yokohama Patch 11
Quality improvements with performance/ logging/ debugging/ telemetry for Autochat/Autoeval
This is a product update."
Yokohama,Virtual Agent,Yokohama Patch 11,PRB1959277,Other Fix,"Yokohama Patch 11
Add updateConnection API in global.OneExtendEvaluationServiceUtil
This is a product update."
