"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","last_metadata_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","dataowner_department","department_department","refreshfrequency_frequency","transparencyapp_application","dataowner_owner"
"j2xh-c7vt","Rental Property Registration","A list of properties that have registered their rental units with the City of Seattle under the Rental Registration and Inspection Ordinance.","Callison, Moon","w96u-i3ib","published","public","approved","official","dataset","Built Environment","rental housing standards,sdci,seattle department of construction and inspections,rental property registration","https://cos-data.seattle.gov/d/j2xh-c7vt","https://cos-data.seattle.gov/resource/j2xh-c7vt.json","2018-04-26T14:56:08.000","2026-04-01T00:23:56.000","2026-04-01T00:22:45.000","cos-data.seattle.gov","false","19111","329495","28831","21","moon.callison@seattle.gov","Public Domain","City of Seattle","http://www.seattle.gov/sdci",,,,,"Seattle Department of Construction & Inspections","Daily",,
"igh5-xcbv","homebase_tiles","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/igh5-xcbv","https://data.seattle.gov/resource/igh5-xcbv.json","2020-12-16T21:57:40.000","2024-12-03T18:58:15.000","2024-12-03T18:58:29.000","data.seattle.gov","false","143","138","7","13",,,,,,,,,"System Administration","",,
"iz4n-suuq","featured_stories","Template Dataset: featured_stories","Austin Valeske","hi8n-w6am","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/iz4n-suuq","https://data.seattle.gov/resource/iz4n-suuq.json","2017-06-13T21:38:55.000","2020-09-30T22:15:43.000","2024-05-01T20:51:05.000","data.seattle.gov","false","208","346","4","11",,"Public Domain","City of Seattle",,,,,,"System Administration","",,
"nxhp-3rvu","announcement_category_tile","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/nxhp-3rvu","https://data.seattle.gov/resource/nxhp-3rvu.json","2021-11-29T15:13:54.000","2024-07-31T19:52:37.000","2024-07-31T19:52:42.000","data.seattle.gov","false","176","23","0","21",,,,,,,,,"System Administration","",,
"h33p-je5d","SPDBeat_WMS_4_10_2105","","Kara Goetz","63yu-cwsu","published","private","not_ready","community","dataset",,,"https://data.seattle.gov/d/h33p-je5d","https://data.seattle.gov/resource/h33p-je5d.json","2015-04-22T16:06:47.000","2015-04-22T16:06:47.000","2024-04-10T19:12:48.000","data.seattle.gov","false","1","0","55","3",,,,,,,,,,"Infrequent",,"Seattle Police"
"e3n5-vhx4","wallpaper_banner","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/e3n5-vhx4","https://data.seattle.gov/resource/e3n5-vhx4.json","2020-12-16T21:57:56.000","2026-03-13T15:20:24.000","2026-03-13T15:20:33.000","data.seattle.gov","false","147","39","1","8",,,,,,,,,"System Administration",,,
"dcz3-zx7s","category_tiles","Template Dataset: category_tiles","Austin Valeske","hi8n-w6am","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/dcz3-zx7s","https://data.seattle.gov/resource/dcz3-zx7s.json","2017-06-13T21:38:26.000","2020-09-21T15:55:31.000","2020-09-21T15:55:30.000","data.seattle.gov","false","161","66","8","16",,"Public Domain","City of Seattle",,,,,,"Seattle Information Technology","One Time",,
"rpt3-3iwi","category_tiles","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/rpt3-3iwi","https://data.seattle.gov/resource/rpt3-3iwi.json","2020-12-16T21:58:07.000","2024-10-23T16:46:09.000","2024-10-23T16:46:15.000","data.seattle.gov","false","129","59","8","21",,,,,,,,,"System Administration","",,
"7y2q-m55c","sections","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/7y2q-m55c","https://data.seattle.gov/resource/7y2q-m55c.json","2020-12-16T21:58:01.000","2026-01-06T00:37:37.000","2026-01-06T00:37:41.000","data.seattle.gov","false","174","69","4","17",,,,,,,,,"System Administration","",,
"rh5v-mm3a","1MRows","","Steven Miers","d9wh-8gnd","published","private","not_ready","official","dataset",,,"https://data.seattle.gov/d/rh5v-mm3a","https://data.seattle.gov/resource/rh5v-mm3a.json","2025-09-25T20:26:05.000","2025-09-25T20:34:23.000","2025-09-25T20:35:15.000","data.seattle.gov","false","0","0","1000000","5",,,,,,,,,,"To Be Determined",,
"r6u9-qnzs","wallpaper_banner","Template Dataset: wallpaper_banner","Austin Valeske","hi8n-w6am","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/r6u9-qnzs","https://data.seattle.gov/resource/r6u9-qnzs.json","2017-06-13T21:39:18.000","2017-06-13T21:39:27.000","2019-05-15T21:15:11.000","data.seattle.gov","false","172","66","1","7",,"Public Domain","City of Seattle",,,,,,"Seattle Information Technology","To Be Determined",,
"5c2d-giny","cityscape_tiles","","Socrata (DoNotDelete)","trc9-69xh","published","public","approved","official","dataset",,,"https://data.seattle.gov/d/5c2d-giny","https://data.seattle.gov/resource/5c2d-giny.json","2020-12-16T21:58:04.000","2024-12-03T19:52:02.000","2024-12-03T19:52:07.000","data.seattle.gov","false","61","26","4","7",,,,,,,,,"System Administration","",,
