Problem,Task,DatasetName,NumCompounds,Unit,Type,Metric,DatasetSplit,License,DatasetDescription,TaskDescription,Reference
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p4_viability,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_p53_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_GPCR_rOpiate_NonSelectiveNa,122,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_CAR_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_TR_gDAT,173,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_PPARd_BLA_Agonist_viability,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_p53_BLA_p2_viability,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CLD_CYP3A4_24hr,292,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_TR_LUC_GH3_Agonist,7931,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_Eselectin_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_SAg_Eselectin_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_E_Box_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_ESTRONE_up,502,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_AR_LUC_MDAKB2_Antagonist2,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_CD40_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_CEETOX_H295R_ESTRADIOL_dn,500,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_GLI_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_CASM3C_LDLR_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_ENZ_hPDE10,79,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_PBREM_CIS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_IL8_up,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_AP_1_CIS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_M_61_TRANS_up,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_BE3C_uPA_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_ATG_NURR1_TRANS_dn,3412,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_LPS_MCSF_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_TOX21_PPARd_BLA_antagonist_ratio,7187,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_BSK_hDFCGF_MIG_down,1439,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,toxcast_NVS_NR_hPXR,514,,,,,CC BY 4.0,ToxCast includes qualitative results of over 600 experiments on 8k compounds.,"Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.","Richard, Ann M., et al. ÒToxCast chemical landscape: paving the road to 21st century toxicology.Ó Chemical research in toxicology 29.8 (2016): 1225-1251."
Single_instance_prediction,Tox,tox21_SR-ARE,5832,,,,,CC BY 4.0,"Tox21 is a data challenge which contains qualitative toxicity measurements for 7,831 compounds on 12 different targets, such as nuclear receptors and stree response pathways.","Binary classification. Given a drug SMILES string, predict the toxicity in a specific assay.",Tox21 Challenge to Build Predictive Models of Nuclear Receptor and Stress Response Pathways as Mediated by Exposure to Environmental Toxicants and Drugs
